530019501001,Adams,001,950100,1,306,0.0392156862745098,0.06209150326797386,0.013071895424836602,0.013071895424836602,0,0.042483660130718956,0.11437908496732026,0.026143790849673203,0.02287581699346405,0.013071895424836602,0.28431372549019607,0.09803921568627451,0.07516339869281045,0.02287581699346405,0.16339869281045752,0.00980392156862745,78377.54248366013,37.6,71000,28484,842,0,0.9560570071258907,0.04456824512534819,0.7855153203342619,0
530019501002,Adams,001,950100,2,467,0.057815845824411134,0.06638115631691649,0.06423982869379015,0.08137044967880086,0.06638115631691649,0.029978586723768737,0.09421841541755889,0.05353319057815846,0.029978586723768737,0.07494646680942184,0.11349036402569593,0.09207708779443255,0.10706638115631692,0.02569593147751606,0.029978586723768737,0.01284796573875803,62698.8051391863,52.4,43646,29939,978,0.03783231083844581,0.8824130879345603,0.13755458515283842,0.7860262008733624,0
530019501003,Adams,001,950100,3,263,0.09125475285171103,0.07984790874524715,0.06844106463878327,0.12167300380228137,0.1444866920152091,0.06463878326996197,0.09505703422053231,0.053231939163498096,0.026615969581749048,0.08365019011406843,0.08365019011406843,0.053231939163498096,0.011406844106463879,0,0.022813688212927757,0,41974.813688212926,42,29803,18968,582,0,0.7439862542955327,0.017094017094017096,0.7350427350427351,0
530019502001,Adams,001,950200,1,226,0.08849557522123894,0.017699115044247787,0.0752212389380531,0.035398230088495575,0.04424778761061947,0.05752212389380531,0.022123893805309734,0.017699115044247787,0.008849557522123894,0.168141592920354,0.27876106194690264,0.10619469026548672,0.017699115044247787,0.03982300884955752,0.004424778761061947,0.017699115044247787,54824.513274336285,46.7,56111,23378,530,0.018867924528301886,0.9320754716981132,0.10047846889952153,0.7464114832535885,0
530019502002,Adams,001,950200,2,243,0.13580246913580246,0.01646090534979424,0.0205761316872428,0.0823045267489712,0.09465020576131687,0.024691358024691357,0.03292181069958848,0.024691358024691357,0.0411522633744856,0.0411522633744856,0.07818930041152264,0.18518518518518517,0.1111111111111111,0.02880658436213992,0.06172839506172839,0.0205761316872428,71088.22633744856,37.3,58750,25441,679,0,0.8762886597938144,0.07931034482758621,0.7724137931034483,0
530019502003,Adams,001,950200,3,170,0.1,0.052941176470588235,0.011764705882352941,0.0058823529411764705,0.08235294117647059,0,0.01764705882352941,0.041176470588235294,0,0.13529411764705881,0.29411764705882354,0.08823529411764706,0.07058823529411765,0,0.08823529411764706,0.011764705882352941,70193.22352941177,48.5,63289,24912,479,0,0.8455114822546973,0.024875621890547265,0.7611940298507462,0
530019503001,Adams,001,950300,1,444,0.16216216216216217,0,0.22972972972972974,0.11936936936936937,0,0.13963963963963963,0.07882882882882883,0.038288288288288286,0.01126126126126126,0,0.09009009009009009,0,0.015765765765765764,0.07657657657657657,0.018018018018018018,0.02027027027027027,44242.28378378379,15.1,22264,9363,2098,0,0.11105815061963775,0.2488986784140969,0.7312775330396476,0
530019503002,Adams,001,950300,2,455,0.07692307692307693,0,0.026373626373626374,0.07252747252747253,0.08131868131868132,0.008791208791208791,0.1076923076923077,0.1076923076923077,0,0.14065934065934066,0.05714285714285714,0.10989010989010989,0.035164835164835165,0.01098901098901099,0.15604395604395604,0.008791208791208791,67552.4923076923,23.2,51181,17152,1792,0,0.39453125,0.18358208955223881,0.4761194029850746,0
530019503003,Adams,001,950300,3,344,0,0.09593023255813954,0,0,0.0755813953488372,0.0755813953488372,0.06976744186046512,0,0,0.15406976744186046,0.2703488372093023,0.16279069767441862,0.014534883720930232,0,0.0436046511627907,0.0377906976744186,81524.29069767441,27.1,63393,21556,1301,0,0.20522674865488086,0.02982107355864811,0.94831013916501,0
530019503004,Adams,001,950300,4,168,0,0.08928571428571429,0,0.1488095238095238,0,0.06547619047619048,0.05952380952380952,0.16666666666666666,0,0.02976190476190476,0.08928571428571429,0.20238095238095238,0.125,0,0,0.023809523809523808,62933.75,41.3,43611,22885,462,0,0.6515151515151515,0.2558139534883721,0.7034883720930233,0
530019503005,Adams,001,950300,5,330,0,0.09393939393939393,0.021212121212121213,0.048484848484848485,0.19090909090909092,0.045454545454545456,0.08484848484848485,0,0,0.09393939393939393,0.08484848484848485,0.17575757575757575,0.11212121212121212,0.024242424242424242,0,0.024242424242424242,66121.68484848485,30.6,54286,18476,1181,0,0.03471634208298052,0.43333333333333335,0.5666666666666667,0
530019504001,Adams,001,950400,1,510,0.06274509803921569,0.060784313725490195,0.09019607843137255,0.19607843137254902,0.060784313725490195,0.01568627450980392,0.19411764705882353,0.021568627450980392,0.00980392156862745,0.011764705882352941,0.10784313725490197,0.0392156862745098,0.07450980392156863,0.03333333333333333,0.00980392156862745,0.011764705882352941,47866.28039215686,24.8,35213,15821,1543,0.02462734931950745,0.24173687621516526,0.26995645863570394,0.6792452830188679,0.008708272859216255
530019504002,Adams,001,950400,2,484,0.06818181818181818,0.11776859504132231,0.06198347107438017,0.03305785123966942,0.04338842975206612,0,0.02066115702479339,0.008264462809917356,0.12190082644628099,0.05165289256198347,0.1115702479338843,0.25826446280991733,0.006198347107438017,0.07231404958677685,0.024793388429752067,0,60739.67975206611,25.4,53929,16751,1755,0.040455840455840456,0.19202279202279202,0.17410071942446043,0.7913669064748201,0
530019505001,Adams,001,950500,1,657,0.0776255707762557,0.0197869101978691,0.0684931506849315,0.0121765601217656,0.0350076103500761,0,0.0243531202435312,0.0350076103500761,0.0471841704718417,0.1765601217656012,0.0974124809741248,0.2496194824961948,0.0624048706240487,0.045662100456621,0.015220700152207,0.0334855403348554,69898.81887366819,33.4,62649,22196,2069,0.016433059449009184,0.24407926534557758,0.15658021133525457,0.6868395773294909,0
