tod,entry,exit,trip_id,reliability
750,3,3,03_03,0.0013194444444444425
750,3,5,03_05,0.001327777777777775
750,3,6,03_06,0.0013277777777777888
750,3,7,03_07,0.0013277777777777888
750,3,9,03_09,0.0013055555555555598
750,3,10,03_10,0.00131388888888892
750,3,11,03_11,0.0013055555555556153
750,3,12,03_12,0.0013055555555555043
750,4,4,04_04,3.8333333333333275e-4
750,4,5,04_05,3.8888888888889694e-4
750,4,6,04_06,3.8888888888888307e-4
750,4,7,04_07,3.8888888888888307e-4
750,4,9,04_09,4.4444444444444176e-4
750,4,10,04_10,4.444444444444695e-4
750,4,11,04_11,4.7222222222217947e-4
750,4,12,04_12,4.722222222222072e-4
750,5,5,05_05,0
750,5,6,05_06,0
750,5,7,05_07,0
750,5,9,05_09,0
750,5,10,05_10,0
750,5,11,05_11,0
750,5,12,05_12,0
750,6,6,06_06,0
750,6,7,06_07,0
750,6,9,06_09,2.7777777777777957e-4
750,6,10,06_10,2.777777777777657e-4
750,6,11,06_11,3.0555555555553116e-4
750,6,12,06_12,3.0555555555553116e-4
750,7,7,07_07,0
750,8,8,08_08,0
750,8,9,08_09,2.7777777777777957e-4
750,8,10,08_10,2.7777777777777957e-4
750,8,11,08_11,3.055555555555589e-4
750,8,12,08_12,3.055555555555589e-4
750,9,9,09_09,2.7777777777777957e-4
750,9,10,09_10,2.7777777777777957e-4
750,9,11,09_11,3.055555555555589e-4
750,9,12,09_12,3.055555555555589e-4
750,10,10,10_10,0
750,10,11,10_11,0
750,10,12,10_12,0
750,11,11,11_11,0
750,11,12,11_12,0
750,12,12,12_12,0
750,13,13,13_13,-0.016194444444444428
750,13,14,13_14,-0.046352777777777784
750,13,15,13_15,-0.05510833333333337
750,13,16,13_16,-0.03747500000000001
750,13,17,13_17,-0.014316666666666755
750,13,18,13_18,-0.01705000000000015
750,13,20,13_20,-0.0020499999999999963
750,13,21,13_21,-0.0011638888888889642
750,13,22,13_22,0.0019194444444443626
750,13,23,13_23,0.0019194444444443626
750,14,14,14_14,-0.01850555555555554
750,14,15,14_15,-0.025500000000000023
750,14,16,14_16,-0.011130555555555477
750,14,17,14_17,4.88888888888761e-4
750,14,18,14_18,0.005997222222222209
750,14,20,14_20,0.016494444444444478
750,14,21,14_21,0.01676388888888891
750,14,22,14_22,0.01677222222222219
750,14,23,14_23,0.01677222222222219
750,15,15,15_15,0.0014944444444444302
750,15,16,15_16,0.019227777777777802
750,15,17,15_17,0.03278333333333336
750,15,18,15_18,0.02848888888888887
750,15,20,15_20,0.04608333333333331
750,15,21,15_21,0.04696666666666666
750,15,22,15_22,0.05017499999999997
750,15,23,15_23,0.05017499999999997
750,16,16,16_16,0
750,16,17,16_17,0.03389444444444442
750,16,18,16_18,0.014716666666666666
750,16,20,16_20,0.039886111111111094
750,16,21,16_21,0.040772222222222265
750,16,22,16_22,0.039611111111111125
750,16,23,16_23,0.039611111111111125
750,17,17,17_17,0.024333333333333346
750,17,18,17_18,0.010322222222222227
750,17,20,17_20,0.030780555555555575
750,17,21,17_21,0.03325555555555554
750,17,22,17_22,0.03488055555555564
750,17,23,17_23,0.03488055555555564
750,18,21,18_21,0.030827777777777773
750,19,19,19_19,0.017138888888888905
750,19,20,19_20,0.03008055555555554
750,19,21,19_21,0.03268888888888888
750,19,22,19_22,0.0304638888888889
750,19,23,19_23,0.0304638888888889
750,20,20,20_20,0.017591666666666693
750,20,21,20_21,0.01966944444444442
750,20,22,20_22,0.019911111111111116
750,20,23,20_23,0.019911111111111116
750,21,21,21_21,0.0012916666666666667
750,21,22,21_22,0.0023833333333333345
750,21,23,21_23,0.0023833333333333345
750,22,22,22_22,0.001277777777777777
750,23,23,23_23,0.001277777777777777
755,3,3,03_03,0.0014055555555555557
755,3,5,03_05,0.0014055555555555627
755,3,6,03_06,0.0014055555555555765
755,3,7,03_07,0.001405555555555535
755,3,9,03_09,0.0014166666666666772
755,3,10,03_10,0.0014166666666666494
755,3,11,03_11,0.0014166666666666772
755,3,12,03_12,0.0014388888888888784
755,4,4,04_04,4.3888888888888797e-4
755,4,5,04_05,4.3888888888887756e-4
755,4,6,04_06,4.3888888888887756e-4
755,4,7,04_07,4.3888888888889144e-4
755,4,9,04_09,4.388888888889053e-4
755,4,10,04_10,4.388888888889053e-4
755,4,11,04_11,4.4444444444444176e-4
755,4,12,04_12,4.444444444444695e-4
755,5,5,05_05,0
755,5,6,05_06,0
755,5,7,05_07,0
755,5,9,05_09,0
755,5,10,05_10,0
755,5,11,05_11,0
755,5,12,05_12,0
755,6,6,06_06,0
755,6,7,06_07,0
755,6,9,06_09,0
755,6,10,06_10,0
755,6,11,06_11,0
755,6,12,06_12,0
755,7,7,07_07,0
755,8,8,08_08,0
755,8,9,08_09,0
755,8,10,08_10,0
755,8,11,08_11,0
755,8,12,08_12,0
755,9,9,09_09,0
755,9,10,09_10,0
755,9,11,09_11,0
755,9,12,09_12,0
755,10,10,10_10,0
755,10,11,10_11,0
755,10,12,10_12,0
755,11,11,11_11,0
755,11,12,11_12,0
755,12,12,12_12,0
755,13,13,13_13,0.009527777777777763
755,13,14,13_14,-0.04727222222222223
755,13,15,13_15,-0.04762777777777774
755,13,16,13_16,-0.03634444444444451
755,13,17,13_17,-0.01177222222222224
755,13,18,13_18,-0.02351666666666663
755,13,20,13_20,-0.019833333333333536
755,13,21,13_21,-0.022011111111111092
755,13,22,13_22,-0.015299999999999925
755,13,23,13_23,-0.015299999999999925
755,14,14,14_14,-0.03156111111111112
755,14,15,14_15,-0.030624999999999958
755,14,16,14_16,-0.007102777777777708
755,14,17,14_17,-0.0021472222222223003
755,14,18,14_18,-0.0017638888888888982
755,14,20,14_20,0.006547222222222149
755,14,21,14_21,0.006116666666666715
755,14,22,14_22,0.005236111111110997
755,14,23,14_23,0.005236111111110997
755,15,15,15_15,6.111111111111039e-4
755,15,16,15_16,0.021758333333333366
755,15,17,15_17,0.04129444444444447
755,15,18,15_18,0.03264444444444442
755,15,20,15_20,0.047455555555555584
755,15,21,15_21,0.049383333333333335
755,15,22,15_22,0.05066388888888895
755,15,23,15_23,0.05066388888888895
755,16,16,16_16,5.555555555555557e-4
755,16,17,16_17,0.029255555555555576
755,16,18,16_18,0.02460555555555559
755,16,20,16_20,0.047086111111111134
755,16,21,16_21,0.04777500000000004
755,16,22,16_22,0.047894444444444406
755,16,23,16_23,0.047894444444444406
755,17,17,17_17,0.02211111111111111
755,17,18,17_18,0.013822222222222224
755,17,20,17_20,0.03698333333333338
755,17,21,17_21,0.03751111111111116
755,17,22,17_22,0.03809166666666672
755,17,23,17_23,0.03809166666666672
755,18,21,18_21,0.029183333333333297
755,19,19,19_19,0.014888888888888886
755,19,20,19_20,0.031088888888888902
755,19,21,19_21,0.03169722222222225
755,19,22,19_22,0.02937777777777774
755,19,23,19_23,0.02937777777777774
755,20,20,20_20,0.016400000000000012
755,20,21,20_21,0.01620833333333333
755,20,22,20_22,0.016558333333333328
755,20,23,20_23,0.016558333333333328
755,21,21,21_21,0.0013055555555555529
755,21,22,21_22,0.0022944444444444392
755,21,23,21_23,0.0022944444444444392
755,22,22,22_22,0.001341666666666668
755,23,23,23_23,0.001341666666666668
800,3,3,03_03,0.0014444444444444426
800,3,5,03_05,0.0014444444444444426
800,3,6,03_06,0.0014444444444444426
800,3,7,03_07,0.0014444444444444288
800,3,9,03_09,0.0015000000000000013
800,3,10,03_10,0.0015000000000000013
800,3,11,03_11,0.0015000000000000013
800,3,12,03_12,0.00163333333333332
800,4,4,04_04,5.83333333333335e-4
800,4,5,04_05,5.833333333333385e-4
800,4,6,04_06,5.833333333333246e-4
800,4,7,04_07,5.833333333333385e-4
800,4,9,04_09,6.111111111111178e-4
800,4,10,04_10,6.111111111111178e-4
800,4,11,04_11,5.972222222222212e-4
800,4,12,04_12,5.972222222221935e-4
800,5,5,05_05,0
800,5,6,05_06,0
800,5,7,05_07,0
800,5,9,05_09,0
800,5,10,05_10,0
800,5,11,05_11,0
800,5,12,05_12,0
800,6,6,06_06,0
800,6,7,06_07,0
800,6,9,06_09,0
800,6,10,06_10,0
800,6,11,06_11,0
800,6,12,06_12,0
800,7,7,07_07,0
800,8,8,08_08,0
800,8,9,08_09,0
800,8,10,08_10,0
800,8,11,08_11,0
800,8,12,08_12,0
800,9,9,09_09,0
800,9,10,09_10,0
800,9,11,09_11,0
800,9,12,09_12,0
800,10,10,10_10,0
800,10,11,10_11,0
800,10,12,10_12,0
800,11,11,11_11,0
800,11,12,11_12,0
800,12,12,12_12,0
800,13,13,13_13,0.012638888888888904
800,13,14,13_14,-0.02898055555555558
800,13,15,13_15,-0.02946388888888893
800,13,16,13_16,-0.017944444444444485
800,13,17,13_17,-0.006227777777777721
800,13,18,13_18,-0.019486111111110954
800,13,20,13_20,-0.007230555555555518
800,13,21,13_21,-0.006261111111111051
800,13,22,13_22,-0.006866666666666632
800,13,23,13_23,-0.006866666666666632
800,14,14,14_14,-0.02372499999999999
800,14,15,14_15,-0.03338333333333335
800,14,16,14_16,-0.014830555555555541
800,14,17,14_17,-0.0018055555555556713
800,14,18,14_18,-0.013480555555555607
800,14,20,14_20,0.011075000000000224
800,14,21,14_21,0.011655555555555475
800,14,22,14_22,0.013050000000000117
800,14,23,14_23,0.013050000000000117
800,15,15,15_15,0.00868055555555556
800,15,16,15_16,0.024816666666666654
800,15,17,15_17,0.044258333333333316
800,15,18,15_18,0.030380555555555633
800,15,20,15_20,0.043958333333333294
800,15,21,15_21,0.04521944444444442
800,15,22,15_22,0.04736388888888876
800,15,23,15_23,0.04736388888888876
800,16,16,16_16,0.0015722222222222266
800,16,17,16_17,0.03223888888888889
800,16,18,16_18,0.03110833333333333
800,16,20,16_20,0.04085277777777779
800,16,21,16_21,0.041338888888888856
800,16,22,16_22,0.03969166666666671
800,16,23,16_23,0.03969166666666671
800,17,17,17_17,0.021277777777777757
800,17,18,17_18,0.015336111111111113
800,17,20,17_20,0.02812500000000001
800,17,21,17_21,0.029075000000000073
800,17,22,17_22,0.030472222222222206
800,17,23,17_23,0.030472222222222206
800,18,21,18_21,0.029541666666666647
800,19,19,19_19,0.014055555555555568
800,19,20,19_20,0.029038888888888864
800,19,21,19_21,0.02967777777777786
800,19,22,19_22,0.029394444444444404
800,19,23,19_23,0.029394444444444404
800,20,20,20_20,0.01726111111111113
800,20,21,20_21,0.017441666666666675
800,20,22,20_22,0.01806388888888888
800,20,23,20_23,0.01806388888888888
800,21,21,21_21,0.0014805555555555579
800,21,22,21_22,0.002313888888888886
800,21,23,21_23,0.002313888888888886
800,22,22,22_22,0.0013749999999999943
800,23,23,23_23,0.0013749999999999943
805,3,3,03_03,0.001511111111111109
805,3,5,03_05,0.001511111111111102
805,3,6,03_06,0.0015111111111111297
805,3,7,03_07,0.0015111111111111158
805,3,9,03_09,0.001597222222222222
805,3,10,03_10,0.0015638888888888924
805,3,11,03_11,0.001672222222222186
805,3,12,03_12,0.0017444444444444374
805,4,4,04_04,5.555555555555557e-4
805,4,5,04_05,5.555555555555591e-4
805,4,6,04_06,5.555555555555591e-4
805,4,7,04_07,5.555555555555591e-4
805,4,9,04_09,5.833333333333524e-4
805,4,10,04_10,6.111111111111178e-4
805,4,11,04_11,6.333333333333191e-4
805,4,12,04_12,6.388888888888555e-4
805,5,5,05_05,0
805,5,6,05_06,0
805,5,7,05_07,0
805,5,9,05_09,0
805,5,10,05_10,0
805,5,11,05_11,0
805,5,12,05_12,0
805,6,6,06_06,0
805,6,7,06_07,0
805,6,9,06_09,0
805,6,10,06_10,0
805,6,11,06_11,0
805,6,12,06_12,0
805,7,7,07_07,0
805,8,8,08_08,0
805,8,9,08_09,0
805,8,10,08_10,0
805,8,11,08_11,0
805,8,12,08_12,0
805,9,9,09_09,0
805,9,10,09_10,0
805,9,11,09_11,0
805,9,12,09_12,0
805,10,10,10_10,0
805,10,11,10_11,0
805,10,12,10_12,0
805,11,11,11_11,0
805,11,12,11_12,0
805,12,12,12_12,0
805,13,13,13_13,0.026194444444444447
805,13,14,13_14,-0.023116666666666633
805,13,15,13_15,-0.038041666666666696
805,13,16,13_16,-0.006294444444444491
805,13,17,13_17,0.0114611111111112
805,13,18,13_18,-0.0024999999999999745
805,13,20,13_20,0.013916666666666633
805,13,21,13_21,0.013783333333333314
805,13,22,13_22,0.013497222222222105
805,13,23,13_23,0.013497222222222105
805,14,14,14_14,-0.023433333333333292
805,14,15,14_15,-0.028330555555555526
805,14,16,14_16,-0.0033361111111110953
805,14,17,14_17,0.0011027777777778136
805,14,18,14_18,-0.0049916666666667
805,14,20,14_20,0.0038583333333333525
805,14,21,14_21,0.0018944444444445874
805,14,22,14_22,0.01144444444444448
805,14,23,14_23,0.01144444444444448
805,15,15,15_15,-3.0833333333334795e-4
805,15,16,15_16,0.02163333333333335
805,15,17,15_17,0.04342500000000005
805,15,18,15_18,0.03646944444444447
805,15,20,15_20,0.04298888888888891
805,15,21,15_21,0.04310833333333336
805,15,22,15_22,0.045863888888888926
805,15,23,15_23,0.045863888888888926
805,16,16,16_16,0.004805555555555556
805,16,17,16_17,0.03288055555555557
805,16,18,16_18,0.03832500000000004
805,16,20,16_20,0.042261111111111097
805,16,21,16_21,0.0426805555555555
805,16,22,16_22,0.04244722222222225
805,16,23,16_23,0.04244722222222225
805,17,17,17_17,0.0188611111111111
805,17,18,17_18,0.015444444444444441
805,17,20,17_20,0.03184722222222218
805,17,21,17_21,0.03050555555555559
805,17,22,17_22,0.03292777777777778
805,17,23,17_23,0.03292777777777778
805,18,21,18_21,0.02729999999999999
805,19,19,19_19,0.01080555555555554
805,19,20,19_20,0.02326111111111112
805,19,21,19_21,0.025886111111111124
805,19,22,19_22,0.02550555555555563
805,19,23,19_23,0.02550555555555563
805,20,20,20_20,0.017125
805,20,21,20_21,0.017438888888888886
805,20,22,20_22,0.01845833333333334
805,20,23,20_23,0.01845833333333334
805,21,21,21_21,0.0017083333333333395
805,21,22,21_22,0.0025861111111111154
805,21,23,21_23,0.0025861111111111154
805,22,22,22_22,0.001452777777777782
805,23,23,23_23,0.001452777777777782
810,3,3,03_03,0.001655555555555556
810,3,5,03_05,0.0016666666666666635
810,3,6,03_06,0.0016666666666666496
810,3,7,03_07,0.0016666666666666635
810,3,9,03_09,0.0017305555555555407
810,3,10,03_10,0.0017222222222222083
810,3,11,03_11,0.0017083333333333672
810,3,12,03_12,0.0016666666666666496
810,4,4,04_04,4.3055555555555555e-4
810,4,5,04_05,4.3055555555554514e-4
810,4,6,04_06,4.305555555555174e-4
810,4,7,04_07,4.30555555555559e-4
810,4,9,04_09,4.5833333333333837e-4
810,4,10,04_10,4.444444444444695e-4
810,4,11,04_11,5.222222222222295e-4
810,4,12,04_12,5.222222222222572e-4
810,5,5,05_05,0
810,5,6,05_06,0
810,5,7,05_07,0
810,5,9,05_09,1.6666666666667607e-4
810,5,10,05_10,1.888888888889051e-4
810,5,11,05_11,2.500000000000002e-4
810,5,12,05_12,2.500000000000002e-4
810,6,6,06_06,0
810,6,7,06_07,0
810,6,9,06_09,0
810,6,10,06_10,0
810,6,11,06_11,0
810,6,12,06_12,0
810,7,7,07_07,0
810,8,8,08_08,0
810,8,9,08_09,0
810,8,10,08_10,0
810,8,11,08_11,0
810,8,12,08_12,0
810,9,9,09_09,0
810,9,10,09_10,0
810,9,11,09_11,0
810,9,12,09_12,0
810,10,10,10_10,0
810,10,11,10_11,0
810,10,12,10_12,0
810,11,11,11_11,0
810,11,12,11_12,0
810,12,12,12_12,0
810,13,13,13_13,0.0248888888888889
810,13,14,13_14,-0.026994444444444418
810,13,15,13_15,-0.0372166666666667
810,13,16,13_16,-0.009736111111111057
810,13,17,13_17,0.00621666666666687
810,13,18,13_18,0.0036888888888891302
810,13,20,13_20,0.017244444444444507
810,13,21,13_21,0.018597222222222265
810,13,22,13_22,0.014547222222222211
810,13,23,13_23,0.014547222222222211
810,14,14,14_14,-0.035475000000000007
810,14,15,14_15,-0.032136111111111115
810,14,16,14_16,-0.013769444444444445
810,14,17,14_17,0.007647222222222194
810,14,18,14_18,-0.008094444444444349
810,14,20,14_20,0.01278888888888885
810,14,21,14_21,0.010861111111110988
810,14,22,14_22,0.009363888888888783
810,14,23,14_23,0.009363888888888783
810,15,15,15_15,0.001594444444444447
810,15,16,15_16,0.020500000000000018
810,15,17,15_17,0.038183333333333375
810,15,18,15_18,0.029197222222222236
810,15,20,15_20,0.04668888888888886
810,15,21,15_21,0.04500000000000012
810,15,22,15_22,0.051838888888888934
810,15,23,15_23,0.051838888888888934
810,16,16,16_16,0.006811111111111113
810,16,17,16_17,0.03422500000000003
810,16,18,16_18,0.04292777777777781
810,16,20,16_20,0.038716666666666635
810,16,21,16_21,0.039180555555555524
810,16,22,16_22,0.038886111111111066
810,16,23,16_23,0.038886111111111066
810,17,17,17_17,0.012861111111111108
810,17,18,17_18,0.013272222222222227
810,17,20,17_20,0.02498888888888892
810,17,21,17_21,0.02648333333333333
810,17,22,17_22,0.026922222222222264
810,17,23,17_23,0.026922222222222264
810,18,21,18_21,0.02383888888888891
810,19,19,19_19,0.01086111111111111
810,19,20,19_20,0.02810555555555551
810,19,21,19_21,0.027847222222222273
810,19,22,19_22,0.0259861111111111
810,19,23,19_23,0.0259861111111111
810,20,20,20_20,0.017961111111111108
810,20,21,20_21,0.019147222222222225
810,20,22,20_22,0.018438888888888907
810,20,23,20_23,0.018438888888888907
810,21,21,21_21,0.0016749999999999994
810,21,22,21_22,0.0021944444444444433
810,21,23,21_23,0.0021944444444444433
810,22,22,22_22,0.0015944444444444504
810,23,23,23_23,0.0015944444444444504
815,3,3,03_03,0.0013055555555555529
815,3,5,03_05,0.0012999999999999956
815,3,6,03_06,0.0013000000000000234
815,3,7,03_07,0.0013000000000000234
815,3,9,03_09,0.0013166666666666882
815,3,10,03_10,0.0013333333333333253
815,3,11,03_11,0.0014055555555555488
815,3,12,03_12,0.0014166666666666772
815,4,4,04_04,3.694444444444396e-4
815,4,5,04_05,3.611111111111176e-4
815,4,6,04_06,3.611111111111176e-4
815,4,7,04_07,3.611111111111176e-4
815,4,9,04_09,4.5833333333333837e-4
815,4,10,04_10,4.583333333333106e-4
815,4,11,04_11,4.944444444444362e-4
815,4,12,04_12,4.94444444444464e-4
815,5,5,05_05,0
815,5,6,05_06,0
815,5,7,05_07,0
815,5,9,05_09,2.777777777777657e-4
815,5,10,05_10,2.777777777777657e-4
815,5,11,05_11,3.055555555555589e-4
815,5,12,05_12,3.055555555555589e-4
815,6,6,06_06,0
815,6,7,06_07,0
815,6,9,06_09,1.5555555555554768e-4
815,6,10,06_10,1.6666666666667607e-4
815,6,11,06_11,2.500000000000002e-4
815,6,12,06_12,2.4999999999997247e-4
815,7,7,07_07,0
815,8,8,08_08,0
815,8,9,08_09,1.5555555555554768e-4
815,8,10,08_10,1.666666666666622e-4
815,8,11,08_11,2.4999999999997247e-4
815,8,12,08_12,2.500000000000002e-4
815,9,9,09_09,1.5555555555554768e-4
815,9,10,09_10,1.666666666666622e-4
815,9,11,09_11,2.500000000000002e-4
815,9,12,09_12,2.4999999999998634e-4
815,10,10,10_10,0
815,10,11,10_11,0
815,10,12,10_12,0
815,11,11,11_11,0
815,11,12,11_12,0
815,12,12,12_12,0
815,13,13,13_13,0.03347222222222222
815,13,14,13_14,-0.03490277777777774
815,13,15,13_15,-0.01973888888888886
815,13,16,13_16,0.003416666666666651
815,13,17,13_17,0.022177777777777796
815,13,18,13_18,0.011816666666666698
815,13,20,13_20,0.02720833333333328
815,13,21,13_21,0.028808333333333325
815,13,22,13_22,0.025163888888888764
815,13,23,13_23,0.025163888888888764
815,14,14,14_14,-0.03525555555555557
815,14,15,14_15,-0.025016666666666687
815,14,16,14_16,-0.011872222222222173
815,14,17,14_17,0.018827777777777804
815,14,18,14_18,-1.5555555555563094e-4
815,14,20,14_20,0.013302777777777774
815,14,21,14_21,0.013572222222222374
815,14,22,14_22,0.015183333333333326
815,14,23,14_23,0.015183333333333326
815,15,15,15_15,0.005258333333333323
815,15,16,15_16,0.022841666666666705
815,15,17,15_17,0.037122222222222334
815,15,18,15_18,0.04527222222222213
815,15,20,15_20,0.03745000000000004
815,15,21,15_21,0.037680555555555606
815,15,22,15_22,0.03916388888888894
815,15,23,15_23,0.03916388888888894
815,16,16,16_16,0.01416111111111111
815,16,17,16_17,0.029897222222222228
815,16,18,16_18,0.041602777777777766
815,16,20,16_20,0.03981944444444452
815,16,21,16_21,0.04074722222222224
815,16,22,16_22,0.041638888888888836
815,16,23,16_23,0.041638888888888836
815,17,17,17_17,0.012111111111111114
815,17,18,17_18,0.010891666666666666
815,17,20,17_20,0.02279722222222222
815,17,21,17_21,0.024027777777777773
815,17,22,17_22,0.024319444444444394
815,17,23,17_23,0.024319444444444394
815,18,21,18_21,0.019469444444444386
815,19,19,19_19,0.01163888888888888
815,19,20,19_20,0.023244444444444415
815,19,21,19_21,0.024108333333333315
815,19,22,19_22,0.022000000000000006
815,19,23,19_23,0.022000000000000006
815,20,20,20_20,0.020302777777777774
815,20,21,20_21,0.021275000000000016
815,20,22,20_22,0.021091666666666675
815,20,23,20_23,0.021091666666666675
815,21,21,21_21,0.0016388888888888911
815,21,22,21_22,0.0035666666666666763
815,21,23,21_23,0.0035666666666666763
815,22,22,22_22,0.0019249999999999962
815,23,23,23_23,0.0019249999999999962
820,3,3,03_03,0.001347222222222215
820,3,5,03_05,0.0013500000000000179
820,3,6,03_06,0.0013500000000000179
820,3,7,03_07,0.00134999999999999
820,3,9,03_09,0.0014388888888888784
820,3,10,03_10,0.0014666666666666717
820,3,11,03_11,0.0014527777777777473
820,3,12,03_12,0.0014444444444444704
820,4,4,04_04,3.750000000000038e-4
820,4,5,04_05,3.611111111111176e-4
820,4,6,04_06,3.6111111111108984e-4
820,4,7,04_07,3.611111111111176e-4
820,4,9,04_09,3.8888888888888307e-4
820,4,10,04_10,3.888888888889108e-4
820,4,11,04_11,3.6111111111108984e-4
820,4,12,04_12,3.6111111111108984e-4
820,5,5,05_05,0
820,5,6,05_06,0
820,5,7,05_07,0
820,5,9,05_09,2.2222222222223476e-4
820,5,10,05_10,2.2222222222223476e-4
820,5,11,05_11,2.7777777777779344e-4
820,5,12,05_12,2.777777777777657e-4
820,6,6,06_06,0
820,6,7,06_07,0
820,6,9,06_09,2.7222222222221537e-4
820,6,10,06_10,2.722222222222015e-4
820,6,11,06_11,3.0555555555553116e-4
820,6,12,06_12,3.0555555555553116e-4
820,7,7,07_07,0
820,8,8,08_08,0
820,8,9,08_09,2.7222222222221537e-4
820,8,10,08_10,2.7777777777777957e-4
820,8,11,08_11,3.055555555555589e-4
820,8,12,08_12,3.055555555555589e-4
820,9,9,09_09,2.722222222222223e-4
820,9,10,09_10,2.7777777777777957e-4
820,9,11,09_11,3.055555555555589e-4
820,9,12,09_12,3.055555555555589e-4
820,10,10,10_10,0
820,10,11,10_11,0
820,10,12,10_12,0
820,11,11,11_11,0
820,11,12,11_12,0
820,12,12,12_12,0
820,13,13,13_13,0.04241666666666667
820,13,14,13_14,-0.020641666666666697
820,13,15,13_15,-0.01912222222222229
820,13,16,13_16,0.0069722222222222685
820,13,17,13_17,0.02956666666666663
820,13,18,13_18,0.009950000000000014
820,13,20,13_20,0.02112777777777769
820,13,21,13_21,0.02143333333333347
820,13,22,13_22,0.018900000000000028
820,13,23,13_23,0.018900000000000028
820,14,14,14_14,-0.03453055555555555
820,14,15,14_15,-0.034383333333333294
820,14,16,14_16,-0.009205555555555606
820,14,17,14_17,0.016541666666666816
820,14,18,14_18,0.008122222222222142
820,14,20,14_20,0.021569444444444363
820,14,21,14_21,0.02167777777777774
820,14,22,14_22,0.019336111111111165
820,14,23,14_23,0.019336111111111165
820,15,15,15_15,4.72222222222235e-4
820,15,16,15_16,0.021686111111111184
820,15,17,15_17,0.04785555555555554
820,15,18,15_18,0.03598888888888882
820,15,20,15_20,0.04355555555555557
820,15,21,15_21,0.04365555555555556
820,15,22,15_22,0.04189444444444451
820,15,23,15_23,0.04189444444444451
820,16,16,16_16,0.013888888888888892
820,16,17,16_17,0.02803055555555558
820,16,18,16_18,0.03719722222222222
820,16,20,16_20,0.03887500000000002
820,16,21,16_21,0.03979444444444444
820,16,22,16_22,0.04053333333333345
820,16,23,16_23,0.04053333333333345
820,17,17,17_17,0.0074166666666666756
820,17,18,17_18,0.007544444444444439
820,17,20,17_20,0.021216666666666703
820,17,21,17_21,0.019786111111111115
820,17,22,17_22,0.022088888888888852
820,17,23,17_23,0.022088888888888852
820,18,21,18_21,0.02155000000000004
820,19,19,19_19,0.009583333333333333
820,19,20,19_20,0.028374999999999997
820,19,21,19_21,0.03081111111111111
820,19,22,19_22,0.030697222222222265
820,19,23,19_23,0.030697222222222265
820,20,20,20_20,0.01721388888888889
820,20,21,20_21,0.017280555555555556
820,20,22,20_22,0.01915555555555555
820,20,23,20_23,0.01915555555555555
820,21,21,21_21,0.001419444444444442
820,21,22,21_22,0.0023833333333333206
820,21,23,21_23,0.0023833333333333206
820,22,22,22_22,0.0012805555555555626
820,23,23,23_23,0.0012805555555555626
825,3,3,03_03,0.0013388888888888825
825,3,5,03_05,0.0012916666666666632
825,3,6,03_06,0.0012916666666666354
825,3,7,03_07,0.0012916666666666632
825,3,9,03_09,0.0012861111111111267
825,3,10,03_10,0.001305555555555532
825,3,11,03_11,0.001388888888888884
825,3,12,03_12,0.0014583333333333393
825,4,4,04_04,3.2777777777777753e-4
825,4,5,04_05,3.333333333333244e-4
825,4,6,04_06,3.194444444444555e-4
825,4,7,04_07,3.194444444444555e-4
825,4,9,04_09,4.527777777778019e-4
825,4,10,04_10,4.4444444444444176e-4
825,4,11,04_11,4.66666666666643e-4
825,4,12,04_12,4.6666666666661527e-4
825,5,5,05_05,0
825,5,6,05_06,0
825,5,7,05_07,0
825,5,9,05_09,1.9444444444444153e-4
825,5,10,05_10,1.944444444444693e-4
825,5,11,05_11,2.1666666666667056e-4
825,5,12,05_12,2.166666666666428e-4
825,6,6,06_06,0
825,6,7,06_07,0
825,6,9,06_09,2.22222222222207e-4
825,6,10,06_10,2.22222222222207e-4
825,6,11,06_11,2.777777777777657e-4
825,6,12,06_12,2.777777777777657e-4
825,7,7,07_07,0
825,8,8,08_08,0
825,8,9,08_09,2.2222222222222088e-4
825,8,10,08_10,2.2222222222222088e-4
825,8,11,08_11,2.777777777777657e-4
825,8,12,08_12,2.7777777777779344e-4
825,9,9,09_09,2.2222222222221394e-4
825,9,10,09_10,2.2222222222222088e-4
825,9,11,09_11,2.7777777777777957e-4
825,9,12,09_12,2.7777777777777957e-4
825,10,10,10_10,0
825,10,11,10_11,0
825,10,12,10_12,0
825,11,11,11_11,0
825,11,12,11_12,0
825,12,12,12_12,0
825,13,13,13_13,0.03858333333333333
825,13,14,13_14,-0.008036111111111133
825,13,15,13_15,-0.024663888888888943
825,13,16,13_16,0.008280555555555597
825,13,17,13_17,0.0194805555555555
825,13,18,13_18,0.006269444444444383
825,13,20,13_20,0.021041666666666625
825,13,21,13_21,0.020169444444444573
825,13,22,13_22,0.019488888888888833
825,13,23,13_23,0.019488888888888833
825,14,14,14_14,-0.020099999999999986
825,14,15,14_15,-0.038275000000000003
825,14,16,14_16,-0.019458333333333355
825,14,17,14_17,0.006863888888888781
825,14,18,14_18,-0.008358333333333301
825,14,20,14_20,0.009994444444444361
825,14,21,14_21,0.008494444444444471
825,14,22,14_22,0.009438888888888775
825,14,23,14_23,0.009438888888888775
825,15,15,15_15,0.0013972222222221956
825,15,16,15_16,0.017272222222222244
825,15,17,15_17,0.04439722222222228
825,15,18,15_18,0.0343222222222222
825,15,20,15_20,0.046352777777777715
825,15,21,15_21,0.045486111111111116
825,15,22,15_22,0.047772222222222216
825,15,23,15_23,0.047772222222222216
