fips,is_hov,trips,users,revenue,am_peak_trips,pm_peak_trips,rev_comm_trips,off_peak_trips,vmt,savings,reliability,savings_benefit,reliability_benefit,total_benefit,net_benefit,county,tract,households,population,mean_inc,race_nonhisp_asian,race_nonhisp_white
530330323162,1,8,6,0,1,4,2,1,57.2,2.1739166666666687,0.6290138888888895,115.61425201672871,16.660603745555434,132.27485576228415,132.27485576228415,King,53033032316,539,1607,166328.97217068647,0.2850031113876789,0.6888612321095209
530330323163,0,36,32,73.75,1,7,12,16,287.98,1.6265277777777778,0.8249916666666669,86.50276033834916,21.85143999919947,108.35420033754863,34.60420033754863,King,53033032316,631,1752,234892.94453248812,0.1695205479452055,0.7551369863013698
530330323163,1,8,6,0,0,3,1,4,56.85,0.4272777777777781,0.3746916666666667,22.723686440517252,9.924406273639184,32.648092714156434,32.648092714156434,King,53033032316,631,1752,234892.94453248812,0.1695205479452055,0.7551369863013698
530330323164,0,34,22,61,1,6,13,13,265.54,1.649222222222223,0.7621416666666668,87.70970688768625,20.186740755025664,107.89644764271192,46.89644764271192,King,53033032316,483,1418,194494.99378881988,0.18688293370944992,0.7045133991537377
530330323164,1,18,12,0,1,5,3,9,114.61,2.4793055555555576,1.2455944444444444,131.85558661086773,32.99188751334535,164.84747412421308,164.84747412421308,King,53033032316,483,1418,194494.99378881988,0.18688293370944992,0.7045133991537377
530330323171,0,28,19,50.25,1,5,12,9,197.32,1.3083055555555558,0.4498333333333335,69.57891741398528,11.914673190201794,81.49359060418708,31.243590604187077,King,53033032317,539,1775,242750.18552875696,0.08507042253521127,0.8647887323943662
530330323171,1,6,4,0,0,0,2,3,42.53,0.3848888888888889,0.1262111111111111,20.469340743713875,3.3429362175497626,23.81227696126364,23.81227696126364,King,53033032317,539,1775,242750.18552875696,0.08507042253521127,0.8647887323943662
530330323172,0,37,23,46.75,0,3,19,15,306.96999999999997,0.8420555555555552,0.5740916666666668,44.78259203990633,15.205886453245494,59.98847849315183,13.238478493151831,King,53033032317,451,1299,203300.70066518846,0.04157043879907621,0.8891454965357968
530330323172,1,3,2,0,0,0,0,3,4.96,0,0,0,0,0,0,King,53033032317,451,1299,203300.70066518846,0.04157043879907621,0.8891454965357968
530330323173,0,17,12,28.75,1,2,6,7,114.85,0.5403055555555557,0.336013888888889,28.73478253507352,8.899953331189083,37.6347358662626,8.884735866262602,King,53033032317,449,1027,110019.37639198218,0.19571567672833495,0.6835443037974683
530330323173,1,9,5,0,1,1,1,6,60.34,0.419333333333333,0.35801666666666665,22.301181283711347,9.482737858418846,31.783919142130195,31.783919142130195,King,53033032317,449,1027,110019.37639198218,0.19571567672833495,0.6835443037974683
530330323174,0,31,23,67.25,1,4,16,10,262.18,0.9971111111111116,0.7120472222222224,53.0288290514112,18.859896143983928,71.88872519539512,4.638725195395125,King,53033032317,309,998,164934.8414239482,0,0.8667334669338678
530330323174,1,8,5,0,0,1,3,4,43.33,0.23144444444444429,0.5660583333333333,12.308786596176667,14.99310866600291,27.301895262179578,27.301895262179578,King,53033032317,309,998,164934.8414239482,0,0.8667334669338678
530330323175,0,21,14,28.25,1,5,7,8,139.4,0.5294444444444453,0.36845277777777796,28.157161848671123,9.75915768783461,37.91631953650573,9.666319536505732,King,53033032317,405,1112,152519.72345679012,0.19874100719424462,0.7023381294964028
530330323175,1,3,3,0,0,0,0,3,33.25,0.271388888888889,0.10602222222222218,14.433130706270543,2.8081959140646027,17.241326620335144,17.241326620335144,King,53033032317,405,1112,152519.72345679012,0.19874100719424462,0.7023381294964028
530330323181,0,46,31,115.75,4,8,16,17,302.32,1.72438888888889,0.81873055555555585,91.70725567900338,21.68560281647306,113.39285849547645,-2.357141504523554,King,53033032318,714,2022,175466.55462184874,0.2042532146389713,0.6636993076162215
530330323181,1,32,12,0.75,3,6,6,17,212.10999999999999,3.1274444444444454,2.113636111111111,166.32521186873979,55.983586899365534,222.3087987681053,221.5587987681053,King,53033032318,714,2022,175466.55462184874,0.2042532146389713,0.6636993076162215
530330323182,0,27,16,41.5,2,3,12,10,198.47,0.9046111111111116,0.4668361111111112,48.10945082706311,12.365023410019164,60.47447423708227,18.97447423708227,King,53033032318,408,1197,168647.91176470587,0.3208020050125313,0.647451963241437
530330323182,1,17,8,0,2,7,4,4,80.35,1.4090277777777784,0.6801027777777777,74.93557370271989,18.013788068849177,92.94936177156907,92.94936177156907,King,53033032318,408,1197,168647.91176470587,0.3208020050125313,0.647451963241437
530330323183,0,18,11,49.25,2,4,4,8,150.10999999999999,1.4646388888888888,0.45215555555555553,77.89310980036096,11.976181568533324,89.86929136889428,40.61929136889428,King,53033032318,312,996,210047.46153846153,0.3785140562248996,0.4598393574297189
530330323183,1,4,3,0,1,1,1,1,19.23,0.5102499999999985,0.4661666666666666,27.13635393484982,12.347291927748946,39.48364586259876,39.48364586259876,King,53033032318,312,996,210047.46153846153,0.3785140562248996,0.4598393574297189
530330323184,0,15,12,24.5,3,3,2,5,116.83,0.575305555555555,0.4026444444444445,30.59616889023222,10.664787626689701,41.26095651692192,16.760956516921922,King,53033032318,577,1961,181397.5979202773,0.4467108618052014,0.43549209586945437
530330323184,1,6,4,0,1,0,3,2,43.15,0.09475000000000006,0.24696111111111116,5.03903877575116,6.5412247415591,11.58026351731026,11.58026351731026,King,53033032318,577,1961,181397.5979202773,0.4467108618052014,0.43549209586945437
530330323191,0,198,81,504.75,43,61,26,64,1323.89,16.055861111111113,7.17550277777778,853.8903083584586,190.05654814214316,1043.9468565006018,539.1968565006018,King,53033032319,247,981,163179.6194331984,0,0.9388379204892966
530330323191,1,100,55,0,12,17,18,53,557.98,12.868638888888892,5.71928888888889,684.3859667783685,151.4860125782811,835.8719793566496,835.8719793566496,King,53033032319,247,981,163179.6194331984,0,0.9388379204892966
530330323192,0,336,152,769.25,86,87,26,132,2079,22.116777777777777,11.254766666666669,1176.2248107323876,298.10344571762164,1474.3282564500091,705.0782564500091,King,53033032319,715,2006,129761.54685314685,0.07627118644067797,0.8369890329012961
530330323192,1,220,101,7.75,28,40,26,124,1229.97,25.305888888888894,14.510022222222226,1345.8296080840264,384.3249487076918,1730.1545567917183,1722.4045567917183,King,53033032319,715,2006,129761.54685314685,0.07627118644067797,0.8369890329012961
530330323193,0,347,165,752.75,81,82,44,126,2069,20.94152777777778,10.469661111111114,1113.7221160495217,277.30846361849694,1391.0305796680186,638.2805796680186,King,53033032319,938,1592,84559.30063965885,0.11871859296482412,0.7022613065326633
530330323193,1,151,69,0.75,19,40,26,64,908.58,25.82508333333333,12.37654166666667,1373.4416496429717,327.8157447571295,1701.2573944001012,1700.5073944001012,King,53033032319,938,1592,84559.30063965885,0.11871859296482412,0.7022613065326633
530330323194,0,93,52,181.75,15,29,9,36,539.48,5.208666666666667,3.0029916666666674,277.0097446258138,79.53982430803869,356.5495689338525,174.79956893385253,King,53033032319,742,1117,61046.609164420486,0.017009847806624886,0.8943598925693823
530330323194,1,41,21,0,7,13,5,15,273.82,7.961416666666664,3.8469805555555556,423.40778145904846,101.89444110079,525.3022225598385,525.3022225598385,King,53033032319,742,1117,61046.609164420486,0.017009847806624886,0.8943598925693823
530330323201,0,259,121,599.5,58,74,26,98,1568.8300000000002,16.95986111111111,7.806816666666667,901.9672587888441,206.77807166910821,1108.7453304579524,509.2453304579524,King,53033032320,423,1464,258224.68085106384,0.03756830601092896,0.9077868852459017
530330323201,1,148,70,7,16,39,27,62,850,18.873027777777786,10.444122222222223,1003.7141824596406,276.63201860608046,1280.346201065721,1273.346201065721,King,53033032320,423,1464,258224.68085106384,0.03756830601092896,0.9077868852459017
530330323202,0,235,102,599,63,70,24,72,1239.78,13.916583333333332,6.801936111111112,740.1182379170338,180.16193958767172,920.2801775047055,321.28017750470553,King,53033032320,528,1474,176064.83333333334,0.08344640434192672,0.835820895522388
530330323202,1,95,60,0,19,25,10,41,476.13,13.175500000000001,6.06803888888889,700.7055977826847,160.72330552029564,861.4289033029803,861.4289033029803,King,53033032320,528,1474,176064.83333333334,0.08344640434192672,0.835820895522388
530330323203,0,300,127,669.25,58,69,43,120,1633.3500000000001,15.880944444444442,8.420125000000002,844.5878084549388,223.0226845401583,1067.610492995097,398.36049299509705,King,53033032320,599,1660,203185.10851419033,0.06686746987951807,0.8560240963855422
530330323203,1,167,88,16,21,44,23,76,1016.24,24.561861111111114,12.195430555555559,1306.2603751293223,323.01867984419164,1629.279054973514,1613.279054973514,King,53033032320,599,1660,203185.10851419033,0.06686746987951807,0.8560240963855422
530330323211,0,176,76,469.25,35,65,15,55,926.78,13.456777777777777,5.754369444444445,715.6646439988253,152.4151863940095,868.0798303928349,398.8298303928349,King,53033032321,352,1100,266896.875,0.10181818181818182,0.7763636363636364
530330323211,1,54,34,0,11,9,9,22,241.46,6.0809166666666625,3.1887138888888895,323.39815171973385,84.45902308225686,407.8571748019907,407.8571748019907,King,53033032321,352,1100,266896.875,0.10181818181818182,0.7763636363636364
530330323212,0,308,119,877.25,103,98,23,78,1598.69,21.507194444444444,10.431983333333335,1143.8056650467063,276.3104975375293,1420.1161625842356,542.8661625842356,King,53033032321,408,1074,162605.70588235295,0.019553072625698324,0.8054003724394786
530330323212,1,115,51,0,16,33,16,48,534.52,15.957972222222221,8.354341666666667,848.6843357270462,221.2802905023025,1069.9646262293488,1069.9646262293488,King,53033032321,408,1074,162605.70588235295,0.019553072625698324,0.8054003724394786
530330323213,0,111,67,227.75,16,30,25,36,544.33,6.116333333333334,3.12243888888889,325.2816974362638,82.70360633750558,407.9853037737694,180.23530377376937,King,53033032321,691,2325,307323.9507959479,0.4610752688172043,0.436989247311828
530330323213,1,64,38,0,10,12,10,29,289.16,8.212444444444442,3.8848611111111113,436.7580580396592,102.89777812866936,539.6558361683285,539.6558361683285,King,53033032321,691,2325,307323.9507959479,0.4610752688172043,0.436989247311828
530330323214,0,70,43,104.75,7,27,15,21,360.27,3.6781666666666655,2.335441666666667,195.61397843808663,61.85851992540984,257.47249836349647,152.72249836349647,King,53033032321,421,1281,219178.79572446557,0.36065573770491804,0.5768930523028883
530330323214,1,26,17,0,3,7,5,11,133.92000000000002,5.582999999999995,2.131788888888889,296.91771488146367,56.464397009887755,353.38211189135143,353.38211189135143,King,53033032321,421,1281,219178.79572446557,0.36065573770491804,0.5768930523028883
530330323221,0,93,46,185.5,22,25,13,28,500.3,4.760805555555556,2.455933333333334,253.19138573357228,65.04996601020288,318.24135174377517,132.74135174377517,King,53033032322,396,1137,195073.02272727274,0.04309586631486367,0.8962181178540017
530330323221,1,43,22,0,10,14,3,15,250.88,7.80275,3.902194444444445,414.96949664899563,103.356883727699,518.3263803766946,518.3263803766946,King,53033032322,396,1137,195073.02272727274,0.04309586631486367,0.8962181178540017
530330323222,0,73,38,166,16,28,7,22,372.05,5.290694444444444,2.330441666666667,281.37218423437236,61.72608561799745,343.0982698523698,177.0982698523698,King,53033032322,271,793,256613.04428044282,0.10718789407313997,0.8095838587641866
